treasure itemtypes "Common","Uncommon","Rare","Epic","Legendary","Divine","Unique"
object category "I_Food_Grilled_Cormorant",2,0,0,0,0,0,0,0
new treasuretable "BGO_Supplies_Crate"
new subtable "1,1"
object category "T_BGO_Supplies_Poor",1,0,0,0,0,0,0,0
object category "T_Supplies_Spoiled",1,0,0,0,0,0,0,0
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "BGO_Supplies_Prison_Rotten"
new subtable "2,1"
object category "T_ST_Supplies_Spoiled_Cheese",1,0,0,0,0,0,0,0
object category "T_ST_Supplies_Spoiled_Fish",1,0,0,0,0,0,0,0
object category "I_CONS_FOOD_Vegetable_Carrot_A_Rotten",1,0,0,0,0,0,0,0
object category "I_CONS_FOOD_Vegetable_Tomato_A_Rotten",1,0,0,0,0,0,0,0
object category "I_CONS_FOOD_Egg_Rotten",1,0,0,0,0,0,0,0
new treasuretable "ST_Generic_Magic_LightArmor_ACT2_A"
new subtable "1,1"
object category "I_ARM_Padded_Body_1",1,0,0,0,0,0,0,0
object category "I_ARM_Leather_Body_1",2,0,0,0,0,0,0,0
new treasuretable "ST_Generic_Magic_LightArmor_ACT2_B"
new subtable "1,1"
object category "I_ARM_Padded_Body_2",1,0,0,0,0,0,0,0
object category "I_ARM_Leather_Body_2",1,0,0,0,0,0,0,0
new treasuretable "ST_Generic_Magic_MediumArmor_ACT2_A"
new subtable "1,1"
object category "I_ARM_Hide_Body_2",1,0,0,0,0,0,0,0
object category "I_ARM_ChainShirt_Body_2",1,0,0,0,0,0,0,0
object category "I_ARM_ScaleMail_Body_1",1,0,0,0,0,0,0,0
object category "I_ARM_Breastplate_Body_1",1,0,0,0,0,0,0,0
new treasuretable "ST_Generic_Magic_MediumArmor_ACT2_B"
new subtable "1,1"
object category "I_ARM_Breastplate_Body_2",1,0,0,0,0,0,0,0
object category "I_ARM_HalfPlate_Body_1",1,0,0,0,0,0,0,0
new treasuretable "ST_Generic_Magic_HeavyArmor_ACT2_A"
new subtable "1,1"
object category "I_ARM_RingMail_Body_1",1,0,0,0,0,0,0,0
object category "I_ARM_RingMail_Body_2",1,0,0,0,0,0,0,0
object category "I_ARM_ChainMail_Body_1",2,0,0,0,0,0,0,0
new treasuretable "ST_Generic_Magic_HeavyArmor_ACT2_B"
new subtable "1,1"
object category "I_ARM_Splint_Body_1",1,0,0,0,0,0,0,0
object category "I_ARM_ChainMail_Body_2",1,0,0,0,0,0,0,0
object category "I_ARM_Splint_Body_2",1,0,0,0,0,0,0,0
object category "I_ARM_Plate_Body_1",1,0,0,0,0,0,0,0
new treasuretable "HAV_Isobel"
new subtable "1,1"
object category "T_Gold_Pocket_Random",1,0,0,0,0,0,0,0
new treasuretable "GLO_Jaheira"
new subtable "1,1"
object category "T_Gold_Pocket_Random",1,0,0,0,0,0,0,0
new treasuretable "GLO_Orin"
new subtable "1,1"
object category "T_Gold_Combat_Leader_Strong",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Orin_Cloth",1,0,0,0,0,0,0,0
new treasuretable "GLO_Warlock_Korilla"
new subtable "1,1"
object category "T_Gold_Pocket_Wealthy",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Candle_Gold_Purple",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_InkPot",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_Alcohol_Valuable",1,0,0,0,0,0,0,0
new treasuretable "DEN_Entrance_Trade"
CanMerge 1
new subtable "1,1"
object category "T_Supply_Alchemy_Herbs",1,0,0,0,0,0,0,0
object category "T_Supply_Alchemy_Mushrooms_Common",1,0,0,0,0,0,0,0
new subtable "1,1;2,1"
object category "T_Supply_Alchemy_Herbs_Rare",1,0,0,0,0,0,0,0
object category "T_Supply_Alchemy_Mushrooms_Rare",1,0,0,0,0,0,0,0
new treasuretable "DEN_Ethel"
CanMerge 1
new subtable "1,1"
object category "T_Supply_Alchemy_Mushrooms_Rare",1,0,0,0,0,0,0,0
new treasuretable "FOR_Spiders_SpiderQueen"
CanMerge 1
new subtable "1,1"
object category "I_ALCH_Ingredient_Part_SpiderGland",1,0,0,0,0,0,0,0
new treasuretable "HAG_WoodWoad"
new subtable "1,1"
object category "I_ALCH_Ingredient_Part_WoodBark",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_Alchemy_Herb_Rare",1,0,0,0,0,0,0,0
new treasuretable "GOB_GoblinPriest"
CanMerge 1
new subtable "1,1"
object category "T_Supply_Alchemy_Loot_Rare",1,0,0,0,0,0,0,0
new treasuretable "GOB_Goblin_Worgkeeper"
CanMerge 1
new subtable "1,1"
object category "I_ALCH_Ingredient_Part_WorgFang",1,0,0,0,0,0,0,0
new treasuretable "GOB_AftermathTrader"
new subtable "1,1"
object category "T_Gold_Trader_Wealthy",1,0,0,0,0,0,0,0
new subtable "3,1;4,1"
object category "I_WPN_Longbow_1",1,0,0,0,0,0,0,0
object category "I_WPN_Greatsword_1",1,0,0,0,0,0,0,0
object category "I_WPN_Greatclub_1",1,0,0,0,0,0,0,0
object category "I_WPN_WarPick_1",1,0,0,0,0,0,0,0
new subtable "5,1;6,1;7,1"
object category "T_GOB_Ruins_Silverware",4,0,0,0,0,0,0,0
object category "T_GOB_Ruins_Jewelry",4,0,0,0,0,0,0,0
object category "T_Kitchen_Rich",4,0,0,0,0,0,0,0
new subtable "3,1;4,1;5,1"
object category "I_WPN_Goblin_Quarterstaff",1,0,0,0,0,0,0,0
object category "I_WPN_Goblin_Scimitar",1,0,0,0,0,0,0,0
object category "I_WPN_Goblin_Shortbow",1,0,0,0,0,0,0,0
object category "I_WPN_Goblin_Spear",1,0,0,0,0,0,0,0
object category "I_WPN_Goblin_Mace",1,0,0,0,0,0,0,0
new subtable "3,1;4,1"
object category "T_Supply_Scrolls_Healing",1,0,0,0,0,0,0,0
object category "T_Supply_Scrolls",1,0,0,0,0,0,0,0
new subtable "2,1;3,1;4,1"
object category "T_Supply_Alchemy_Potion_Healing",1,0,0,0,0,0,0,0
object category "T_Supply_Potions",1,0,0,0,0,0,0,0
new subtable "2,1;3,1"
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Tool_Shovel",1,0,0,0,0,0,0,0
new treasuretable "UND_MycoVillage_AlchemistDwarf_Trade_Magic"
new subtable "-1"
object category "I_PLA_ZhentCave_Gloves",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_PHB_OfJumping_Ring",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Acid_AcidDamageOnWeaponAttack_Ring",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Corrosive_Flail",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Healer_HPRestoration_Amulet",1,0,0,0,0,0,0,0
new treasuretable "UND_MycoVillage_AlchemistDwarf_Trade"
CanMerge 1
new subtable "1,1"
object category "T_UND_MycoVillage_AlchemistDwarf_Trade_Magic",1,0,0,0,0,0,0,0
new subtable "4,1;5,1"
object category "T_Supply_Alchemy_Herbs_Rare",1,0,0,0,0,0,0,0
object category "T_Supply_Alchemy_Mushrooms_Rare",1,0,0,0,0,0,0,0
object category "T_Supply_Alchemy_Mushrooms_Underdark",1,0,0,0,0,0,0,0
new treasuretable "UND_Myconid_Green"
CanMerge 1
new subtable "1,1"
object category "I_ALCH_Ingredient_Part_MyconidSpore_Poison",1,0,0,0,0,0,0,0
new treasuretable "UND_Myconid_Black"
CanMerge 1
new subtable "1,1"
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "UND_Myconid_White"
CanMerge 1
new subtable "1,1"
object category "I_ALCH_Ingredient_Part_MyconidSpore_Haste",1,0,0,0,0,0,0,0
new treasuretable "UND_SocietyOfBrilliance_Hobgoblin"
CanMerge 1
new subtable "2,1"
object category "T_Supply_Alchemy_Loot_Rare",1,0,0,0,0,0,0,0
new treasuretable "UND_SocietyOfBrilliance_Mindflayer"
CanMerge 1
new subtable "1,1;2,1"
object category "I_ALCH_Ingredient_Part_IntellectDevourer",1,0,0,0,0,0,0,0
new treasuretable "_CRE"
new treasuretable "CRE_Expeditioner_Trade"
new subtable "1,1"
object category "T_Gold_Trader_Normal",1,0,0,0,0,0,0,0
new subtable "2,1;3,1;4,1"
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
new subtable "2,1;3,1;4,1"
object category "T_Alchemy_Potion_Utility",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Alchemy_Potion_Elixir",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Alchemy_Oil",1,0,0,0,0,0,0,0
new subtable "2,1;3,1;4,1"
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
new subtable "2,1;3,1;4,1"
object category "I_OBJ_Kit_TrapDisarm",1,0,0,0,0,0,0,0
new subtable "3,1;4,1"
object category "T_Alchemy_Potion_Healing",1,0,0,0,0,0,0,0
new subtable "2,1;3,1;4,1"
object category "T_Scroll",1,0,0,0,0,0,0,0
new subtable "2,1;3,1;4,1"
object category "T_ST_SpecialArrow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_MusicInstrument",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supplies_Vendor_Poor",1,0,0,0,0,0,0,0
new subtable "5,1"
object category "T_ST_DyeRare",1,0,0,0,0,0,0,0
new subtable "-5"
object category "I_OBJ_Dye_Remover",1,0,0,0,0,0,0,0
new treasuretable "CRE_Expeditioner_Magic_Trade"
new subtable "-1"
object category "I_MAG_ElementalGish_BaneOnElementalWeaponDamage_Gloves",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_ElementalGish_MomentumOnElementalDamage_Boots",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Frost_GenerateFrostOnDamage_Gloves",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Monk_Fire_Gloves",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Thunder_ThunderClap_Quarterstaff",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Revitalizing_Warpick",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_PHB_PeriaptofWoundClosure_Amulet",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_BarbMonk_Defensive_Cloth",1,0,0,0,0,0,0,0
new treasuretable "CRE_Gith_Generic"
new subtable "0,4;1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Metalbar_Silver",1,0,0,0,0,0,0,0
object category "I_CONS_Herbs_Weavemoss",1,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Jewelry_Silver",1,0,0,0,0,0,0,0
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
object category "I_ALCH_Ingredient_Loot_DivineBoneShard",1,0,0,0,0,0,0,0
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
new subtable "0,2;1,1"
object category "T_CRE_Supplies_Gith_NPC",1,0,0,0,0,0,0,0
new treasuretable "CRE_Gith_Skeleton"
new subtable "1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
object category "I_OBJ_Metalbar_Silver",1,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Jewelry_Silver",1,0,0,0,0,0,0,0
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
object category "I_ALCH_Ingredient_Loot_DivineBoneShard",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Bone",1,0,0,0,0,0,0,0
new treasuretable "CRE_Gith_Elite"
new subtable "1,1;2,1"
object category "I_OBJ_Metalbar_Silver",1,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Jewelry_Silver",1,0,0,0,0,0,0,0
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new treasuretable "INT_Gith_PortalGithyanki"
new subtable "2,1;3,1"
object category "I_OBJ_Metalbar_Silver",1,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Jewelry_Silver",1,0,0,0,0,0,0,0
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
object category "I_OBJ_Crystal_SylvanStone",1,0,0,0,0,0,0,0
object category "I_OBJ_Crystal_Viridian",1,0,0,0,0,0,0,0
object category "I_CONS_Herbs_Weavemoss",1,0,0,0,0,0,0,0
object category "I_ALCH_Ingredient_Loot_DivineBoneShard",3,0,0,0,0,0,0,0
object category "I_ALCH_Ingredient_Loot_PlanetarFeather",3,0,0,0,0,0,0,0
object category "I_ALCH_Ingredient_Loot_KiRinHair",3,0,0,0,0,0,0,0
new treasuretable "CRE_Gith_Armor"
new subtable "1,1"
object category "I_ARM_Boots_Metal_Githyanki",0,0,0,0,0,0,0,0
object category "I_ARM_Gloves_Metal_Githyanki",0,0,0,0,0,0,0,0
object category "I_ARM_HalfPlate_Body_Githyanki",0,0,0,0,0,0,0,0
new treasuretable "CRE_Gith_Armor_Supply"
new subtable "2,1;3,1"
object category "T_CRE_Gith_Armor",0,0,0,0,0,0,0,0
new treasuretable "CRE_GithQuartermistress_Trade"
new subtable "1,1"
object category "T_Gold_Trader_Normal",1,0,0,0,0,0,0,0
new subtable "3,1;4,1"
object category "PotionHealing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Melee",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_BodyArmor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Ranged",1,0,0,0,0,0,0,0
new subtable "8,1"
object category "T_ST_SpecialArrow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_CRE_Supplies_Gith_Trader",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_RevivifyScrolls",1,0,0,0,0,0,0,0
new treasuretable "CRE_TrainingSupplies"
new subtable "1,1"
object category "T_Supply_Arrows",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ALCH_Solution_Elixir_Alertness",1,0,0,0,0,0,0,0
new treasuretable "CRE_GremishkaNest"
new subtable "2,1;3,1"
object category "T_Supply_Scroll_Single",1,0,0,0,0,0,0,0
object category "T_Alchemy_Oil",1,0,0,0,0,0,0,0
object category "T_Ingredient_Alchemy_Common",1,0,0,0,0,0,0,0
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new treasuretable "CRE_Temple_Buried_Treasure"
new subtable "-1"
object category "I_MAG_ZOC_AdvantageOnMeleeAttackWhileSurounded_Gloves",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Pocket_Normal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_Scroll_Utility_Single",1,0,0,0,0,0,0,0
new treasuretable "CRE_TreasuryVault_1_Treasure"
new subtable "-1"
object category "I_MAG_Gish_PsychicDamageBonusWhileConcentrating_Ring",1,0,0,0,0,0,0,0
new treasuretable "CRE_TreasuryVault_2_Treasure"
new subtable "-1"
object category "I_MAG_Thunder_Reverberation_Gloves",1,0,0,0,0,0,0,0
new treasuretable "CRE_TreasuryVault_3_Treasure"
new subtable "-1"
object category "I_MAG_ElementalGish_CantripBooster_Amulet",1,0,0,0,0,0,0,0
new treasuretable "CRE_TreasuryVault_4_Treasure"
new subtable "-1"
object category "I_MAG_Frost_IceSurfaceProneImmunity_Boots",1,0,0,0,0,0,0,0
new treasuretable "_SCL"
new treasuretable "SCL_Village_PeasantLoot"
new subtable "1,1; 2,1"
object category "T_Gold_Stash_Poor",1,0,0,0,0,0,0,0
object category "T_Gold_Stash_Modest",1,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Jewelry_Copper",1,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Kitchenware_Plates_Silver",1,0,0,0,0,0,0,0
new treasuretable "SCL_DeadCursedBoar_Corpse"
new subtable "1,1"
object category "I_ALCH_Ingredient_Part_Shadowcursed",1,0,0,0,0,0,0,0
new treasuretable "SCL_DeadCursedBoar_Supplies"
new subtable "1,1"
object category "I_CONS_FOOD_Vegetable_Carrot_A_Rotten",1,0,0,0,0,0,0,0
new treasuretable "SCL_Village_PeasantBuriedChest"
new subtable "1,1"
object category "T_Gold_Stash_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Jewelry_Copper",1,0,0,0,0,0,0,0
new treasuretable "SCL_InterrogationTable_Hidden_Chest"
new subtable "-1"
object category "I_MAG_Harpers_RingOfTwilight",1,0,0,0,0,0,0,0
new treasuretable "SCL_ServantOfTheRaven_Inventory"
new subtable "1,1"
object category "T_Gold_Pocket_Normal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_Alchemy_Loot_Rare",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Kit_TrapDisarm",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_Scroll_Single",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new treasuretable "SCL_ServantOfTheRaven_Body"
new subtable "1,1"
object category "T_Gold_Pocket_Wealthy",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_CONS_DRINK_Wine_Bottle",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_CONS_DRINK_Wine_Bottle_Wicker",1,0,0,0,0,0,0,0
new treasuretable "SCL_ServantOfTheRaven_Reward"
new subtable "1,1"
object category "T_Gold_Pocket_Normal",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Raven_Gloves",1,0,0,0,0,0,0,0
new treasuretable "SCL_HarpersDuty_Body1"
new subtable "1,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_SpecialArrow",1,0,0,0,0,0,0,0
new treasuretable "SCL_HarpersDuty_Body2"
